,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
7837,Sales & Marketing,Bachelor's,m,1,25,1.5,2,0.0,0,51.0,0,1.0,102.0
7838,Sales & Marketing,Bachelor's,m,1,36,5.0,7,1.0,0,50.0,0,6.0,50.0
7839,Legal,Bachelor's,f,1,26,3.0,4,0.0,0,61.0,0,3.0,61.0
7840,Operations,Bachelor's,m,1,41,3.0,3,0.0,0,56.0,0,3.0,56.0
7841,Technology,Master's & above,m,1,40,4.0,5,0.0,0,75.0,0,4.0,75.0
7842,Sales & Marketing,Bachelor's,m,1,48,1.5,13,0.0,0,49.0,0,1.0,49.0
7843,Technology,Master's & above,m,1,42,3.0,3,0.0,0,75.0,0,3.0,75.0
7844,Technology,Bachelor's,f,1,28,3.0,2,1.0,0,80.0,1,4.0,80.0
7845,Analytics,Bachelor's,f,1,30,5.0,4,1.0,0,82.0,0,6.0,82.0
7846,Technology,Bachelor's,m,1,33,5.0,4,0.0,0,82.0,1,5.0,82.0
7847,Analytics,Bachelor's,m,1,33,4.0,7,0.0,0,82.0,1,4.0,130.5
7848,Finance,Master's & above,f,1,35,5.0,10,1.0,0,59.0,0,6.0,59.0
7849,HR,Master's & above,m,1,36,3.0,4,1.0,0,54.0,0,4.0,54.0
7850,Sales & Marketing,Master's & above,f,1,38,5.0,10,0.0,0,48.0,0,5.0,48.0
7851,Technology,Bachelor's,m,1,25,2.0,2,0.0,0,79.0,0,2.0,79.0
7852,Sales & Marketing,Bachelor's,f,1,34,1.5,4,0.0,0,46.0,0,1.0,92.0
7853,Operations,Master's & above,m,1,45,5.0,4,1.0,0,58.0,0,6.0,58.0
7854,Procurement,Bachelor's,m,1,32,4.0,3,0.0,0,68.0,0,4.0,68.0
7855,Sales & Marketing,Bachelor's,m,1,24,5.0,1,0.0,0,50.0,0,5.0,50.0
7856,Procurement,Bachelor's,m,1,36,4.0,7,0.0,0,66.0,0,4.0,66.0
7857,Sales & Marketing,Bachelor's,m,1,30,3.0,1,1.0,0,49.0,0,,49.0
7858,Sales & Marketing,Bachelor's,m,1,25,4.0,2,1.0,0,54.0,0,5.0,54.0
7859,Sales & Marketing,Master's & above,m,1,39,4.0,8,0.0,0,52.0,0,4.0,52.0
7860,Sales & Marketing,Bachelor's,m,1,32,5.0,7,0.0,0,52.0,0,5.0,52.0
7861,Operations,Bachelor's,f,1,50,5.0,9,1.0,0,55.0,0,6.0,55.0
7862,Procurement,Master's & above,m,1,35,3.0,10,0.0,0,69.0,0,3.0,69.0
7863,Operations,Bachelor's,f,1,37,5.0,5,1.0,0,60.0,0,6.0,60.0
7864,Legal,Bachelor's,f,1,35,3.0,6,0.0,0,64.0,0,3.0,64.0
7865,Procurement,Master's & above,m,1,32,3.0,5,0.0,0,73.0,0,3.0,73.0
7866,Operations,Bachelor's,m,1,36,3.0,9,0.0,0,61.0,0,3.0,61.0
7867,Operations,Bachelor's,f,1,35,3.0,3,1.0,0,64.0,0,4.0,64.0
7868,Operations,Bachelor's,f,1,48,3.0,7,0.0,0,62.0,0,3.0,62.0
7869,Sales & Marketing,Bachelor's,m,1,28,3.0,2,0.0,0,52.0,0,3.0,52.0
7870,Sales & Marketing,Master's & above,m,1,31,3.0,6,0.0,0,48.0,0,3.0,130.5
7871,Analytics,Master's & above,m,1,41,4.0,11,1.0,0,87.0,1,5.0,87.0
7872,Sales & Marketing,Bachelor's,m,1,31,2.0,2,0.0,0,51.0,0,2.0,51.0
7873,R&D,Master's & above,m,1,29,5.0,4,1.0,0,80.0,0,6.0,80.0
7874,Analytics,Bachelor's,m,1,31,4.0,4,0.0,0,87.0,0,4.0,87.0
7875,Technology,Bachelor's,f,1,29,5.0,5,0.0,0,80.0,0,5.0,80.0
7876,Procurement,Bachelor's,m,1,44,4.0,9,0.0,0,76.0,0,4.0,76.0
7877,Sales & Marketing,Bachelor's,f,1,39,4.0,7,1.0,0,51.0,1,5.0,51.0
7878,Analytics,Master's & above,m,1,37,3.0,9,1.0,0,81.0,0,4.0,130.5
7879,Sales & Marketing,Bachelor's,f,1,29,3.0,1,0.0,0,48.0,0,,48.0
7880,Operations,Bachelor's,m,1,30,1.5,6,0.0,0,62.0,0,1.0,62.0
7881,HR,Bachelor's,f,1,27,3.0,1,1.0,0,52.0,0,,52.0
7882,Sales & Marketing,Master's & above,m,1,38,1.5,2,0.0,0,49.0,0,1.0,49.0
7883,Sales & Marketing,Bachelor's,f,1,41,3.0,7,0.0,0,51.0,0,3.0,51.0
7884,Analytics,Master's & above,m,1,30,2.0,7,1.0,0,85.0,0,3.0,85.0
7885,Technology,Master's & above,f,1,36,1.5,7,0.0,0,81.0,0,1.0,81.0
7886,Sales & Marketing,Bachelor's,f,1,29,3.0,1,0.0,0,55.0,0,,55.0
7887,Sales & Marketing,Bachelor's,m,1,22,3.0,1,0.0,0,50.0,0,,50.0
7888,HR,Bachelor's,m,1,38,4.0,12,0.0,0,52.0,0,4.0,52.0
7889,Sales & Marketing,Master's & above,m,1,27,3.0,1,1.0,0,47.0,0,,47.0
7890,Analytics,Bachelor's,m,1,30,5.0,4,1.0,0,86.0,1,6.0,130.5
7891,Operations,Bachelor's,f,1,32,5.0,3,1.0,0,58.0,0,6.0,58.0
7892,Operations,Bachelor's,m,1,29,5.0,4,0.0,0,55.0,0,5.0,55.0
7893,Sales & Marketing,Master's & above,m,1,33,5.0,5,1.0,0,49.0,0,6.0,49.0
7894,Technology,Bachelor's,f,1,39,2.0,13,0.0,0,86.0,0,2.0,86.0
7895,Sales & Marketing,Bachelor's,m,1,43,3.0,10,1.0,0,51.0,0,4.0,51.0
7896,Sales & Marketing,Master's & above,m,1,39,4.0,7,1.0,0,52.0,0,5.0,52.0
7897,Procurement,Bachelor's,m,1,32,5.0,6,1.0,0,65.0,0,6.0,65.0
7898,Finance,Master's & above,m,1,39,5.0,3,1.0,0,65.0,0,6.0,130.0
7899,Technology,Master's & above,m,1,43,3.0,6,0.0,0,78.0,0,3.0,78.0
7900,Procurement,Bachelor's,f,1,27,3.0,2,1.0,0,72.0,0,4.0,72.0
7901,Operations,Bachelor's,f,1,35,3.0,3,1.0,0,55.0,0,5.0,55.0
7902,Analytics,Bachelor's,m,1,33,5.0,5,1.0,0,84.0,0,6.0,84.0
7903,HR,Bachelor's,m,1,32,4.0,6,0.0,0,53.0,0,4.0,53.0
7904,Analytics,Bachelor's,m,1,30,4.0,6,0.0,0,83.0,0,4.0,83.0
7905,Technology,Master's & above,f,1,40,3.0,3,0.0,0,82.0,0,3.0,82.0
7906,Procurement,Bachelor's,f,1,54,4.0,13,1.0,0,67.0,1,5.0,67.0
7907,HR,Bachelor's,m,1,44,3.0,3,0.0,0,49.0,0,3.0,49.0
7908,Legal,Master's & above,m,1,53,5.0,13,0.0,0,62.0,0,5.0,62.0
7909,Sales & Marketing,Bachelor's,m,1,32,3.0,5,1.0,0,47.0,0,4.0,47.0
7910,Sales & Marketing,Master's & above,m,1,38,3.0,3,0.0,0,44.0,0,3.0,44.0
7911,Sales & Marketing,Bachelor's,m,1,35,4.0,5,0.0,0,52.0,0,4.0,52.0
7912,Technology,Bachelor's,f,1,43,2.0,2,1.0,0,75.0,1,3.0,75.0
7913,Technology,Bachelor's,m,1,29,5.0,3,0.0,0,80.0,1,5.0,80.0
7914,Operations,Master's & above,m,1,48,5.0,13,1.0,0,59.0,0,6.0,59.0
7915,Operations,Bachelor's,m,1,32,5.0,7,0.0,0,58.0,0,5.0,116.0
7916,HR,Master's & above,m,1,49,5.0,13,0.0,0,50.0,0,5.0,50.0
7917,Operations,Bachelor's,f,1,39,3.0,7,0.0,0,59.0,0,3.0,59.0
7918,Operations,Master's & above,m,1,39,4.0,7,1.0,0,63.0,0,5.0,63.0
7919,Sales & Marketing,Bachelor's,m,1,31,5.0,4,1.0,0,51.0,0,6.0,102.0
7920,Technology,Bachelor's,m,1,29,3.0,6,1.0,0,78.0,1,4.0,78.0
7921,Sales & Marketing,Bachelor's,m,1,36,5.0,10,0.0,0,50.0,0,5.0,50.0
7922,HR,Bachelor's,f,1,34,3.0,7,1.0,0,50.0,0,4.0,50.0
7923,Operations,Bachelor's,m,1,25,3.0,1,1.0,0,61.0,0,,61.0
7924,Operations,Bachelor's,m,1,34,4.0,4,0.0,0,57.0,0,4.0,57.0
7925,Sales & Marketing,Master's & above,f,1,40,3.0,9,0.0,0,47.0,0,3.0,47.0
7926,HR,Bachelor's,m,1,27,1.5,3,1.0,0,50.0,0,2.0,50.0
7927,Operations,Bachelor's,m,1,29,3.0,1,0.0,0,58.0,0,,58.0
7928,Technology,Bachelor's,m,1,45,2.0,13,0.0,0,78.0,0,2.0,78.0
7929,Operations,Master's & above,f,1,54,5.0,13,1.0,0,65.0,0,6.0,65.0
7930,Analytics,Bachelor's,m,1,37,5.0,7,1.0,0,88.0,0,6.0,88.0
7931,Technology,Bachelor's,m,1,28,3.0,1,1.0,0,84.0,1,,84.0
7932,Procurement,Bachelor's,f,1,32,1.5,6,0.0,0,65.0,0,1.0,65.0
7933,Sales & Marketing,Master's & above,m,1,39,2.0,11,0.0,0,50.0,0,2.0,50.0
7934,Operations,Bachelor's,m,1,30,4.0,6,0.0,0,55.0,0,4.0,130.5
7935,Procurement,Master's & above,f,1,34,5.0,3,1.0,0,72.0,1,6.0,72.0
7936,Sales & Marketing,Master's & above,m,1,46,5.0,13,1.0,0,49.0,0,6.0,49.0
7937,Sales & Marketing,Bachelor's,f,1,46,3.0,12,0.0,0,49.0,0,3.0,49.0
7938,Sales & Marketing,Bachelor's,m,1,34,1.5,3,0.0,0,49.0,0,1.0,49.0
7939,Sales & Marketing,Bachelor's,m,1,29,3.0,5,0.0,0,52.0,0,3.0,130.5
7940,Analytics,Bachelor's,m,1,31,1.5,4,0.0,0,82.0,0,1.0,82.0
7941,Operations,Bachelor's,f,1,28,4.0,2,0.0,0,58.0,0,4.0,58.0
7942,HR,Bachelor's,f,1,33,5.0,10,0.0,0,51.0,0,5.0,51.0
7943,Sales & Marketing,Bachelor's,f,1,36,3.0,8,0.0,0,46.0,0,3.0,46.0
7944,HR,Bachelor's,f,1,38,3.0,9,0.0,0,52.0,0,3.0,52.0
7945,Sales & Marketing,Master's & above,f,1,33,1.5,7,0.0,0,49.0,0,1.0,49.0
7946,Operations,Bachelor's,m,1,31,2.0,4,0.0,0,60.0,0,2.0,60.0
7947,Sales & Marketing,Bachelor's,m,1,26,5.0,3,1.0,0,49.0,0,6.0,49.0
7948,Sales & Marketing,Bachelor's,m,1,29,3.0,1,0.0,0,47.0,0,,94.0
7949,Operations,Bachelor's,f,1,28,3.0,1,0.0,0,60.0,0,,60.0
7950,Sales & Marketing,Bachelor's,m,1,27,3.0,3,0.0,0,44.0,0,3.0,88.0
7951,Operations,Bachelor's,m,1,30,3.0,5,0.0,0,55.0,0,3.0,110.0
7952,Procurement,Master's & above,f,1,38,5.0,10,1.0,0,72.0,0,6.0,72.0
7953,HR,Bachelor's,f,1,27,5.0,2,0.0,0,50.0,0,5.0,50.0
7954,Technology,Master's & above,m,1,39,3.0,4,1.0,0,82.0,0,4.0,82.0
7955,Sales & Marketing,Bachelor's,m,1,47,1.5,13,0.0,0,51.0,0,1.0,51.0
7956,Sales & Marketing,Master's & above,f,1,49,4.0,3,0.0,0,53.0,0,4.0,53.0
7957,Operations,Master's & above,m,1,34,5.0,4,1.0,0,55.0,0,6.0,55.0
7958,Procurement,Bachelor's,f,1,41,5.0,3,1.0,0,70.0,0,6.0,70.0
7959,Sales & Marketing,Master's & above,m,1,42,3.0,7,0.0,0,52.0,0,3.0,104.0
7960,Sales & Marketing,Master's & above,m,1,34,3.0,6,0.0,0,47.0,0,3.0,94.0
7961,HR,Bachelor's,f,1,40,3.0,5,0.0,0,54.0,0,3.0,54.0
7962,Sales & Marketing,Master's & above,f,1,54,4.0,5,0.0,0,48.0,0,4.0,96.0
7963,Sales & Marketing,Bachelor's,m,1,52,2.0,13,0.0,0,52.0,0,2.0,52.0
7964,Operations,Master's & above,m,1,39,4.0,8,0.0,0,62.0,0,4.0,62.0
7965,Technology,Master's & above,m,1,42,3.0,13,0.0,0,79.0,0,3.0,130.5
7966,Operations,Bachelor's,f,1,30,3.0,3,0.0,0,60.0,0,3.0,60.0
7967,Operations,Below Secondary,m,1,21,3.0,1,0.0,0,59.0,0,,59.0
7968,Analytics,Bachelor's,m,1,30,5.0,5,0.0,0,82.0,0,5.0,82.0
7969,Sales & Marketing,Bachelor's,m,1,27,3.0,2,0.0,0,52.0,0,3.0,52.0
7970,Sales & Marketing,Bachelor's,m,1,35,1.5,3,1.0,0,48.0,0,2.0,130.5
7971,Operations,Bachelor's,m,1,33,4.0,3,1.0,0,56.0,0,5.0,56.0
7972,Analytics,Master's & above,m,1,31,5.0,7,1.0,0,81.0,1,6.0,81.0
7973,Technology,Master's & above,m,1,41,4.0,11,0.0,0,78.0,0,4.0,78.0
7974,Operations,Master's & above,m,1,42,3.0,13,1.0,0,59.0,1,4.0,59.0
7975,Sales & Marketing,Bachelor's,m,1,31,5.0,2,1.0,0,47.0,0,6.0,47.0
7976,Procurement,Bachelor's,m,1,26,3.0,4,0.0,0,68.0,0,3.0,130.5
7977,Sales & Marketing,Bachelor's,m,1,25,4.0,2,1.0,0,48.0,0,5.0,48.0
7978,HR,Bachelor's,m,1,38,3.0,7,0.0,0,51.0,0,3.0,51.0
7979,Operations,Bachelor's,m,1,34,3.0,10,1.0,0,59.0,1,4.0,59.0
7980,Technology,Bachelor's,f,1,42,2.0,13,0.0,0,80.0,0,2.0,80.0
7981,Analytics,Master's & above,m,1,37,3.0,7,1.0,0,83.0,0,4.0,83.0
7982,Sales & Marketing,Bachelor's,m,1,27,1.5,4,0.0,0,47.0,0,1.0,47.0
7983,Sales & Marketing,Bachelor's,m,1,28,3.0,1,1.0,0,47.0,0,,47.0
7984,Operations,Bachelor's,m,1,35,5.0,9,1.0,0,59.0,0,6.0,59.0
7985,Finance,Bachelor's,m,1,36,1.5,8,0.0,0,55.0,0,1.0,55.0
7986,Technology,Bachelor's,m,1,36,1.5,3,0.0,0,77.0,0,1.0,77.0
7987,Operations,Master's & above,m,1,39,5.0,5,0.0,0,59.0,0,5.0,59.0
7988,Analytics,Master's & above,m,1,34,4.0,3,1.0,0,85.0,0,5.0,85.0
7989,Technology,Bachelor's,m,1,42,3.0,10,1.0,0,82.0,1,4.0,130.5
7990,Procurement,Master's & above,m,1,43,5.0,3,1.0,0,75.0,0,6.0,75.0
7991,Procurement,Bachelor's,f,1,33,3.0,3,0.0,0,68.0,0,3.0,68.0
7992,Analytics,Master's & above,m,1,52,5.0,3,0.0,0,89.0,0,5.0,89.0
7993,Sales & Marketing,Bachelor's,m,1,25,3.0,2,0.0,0,50.0,0,3.0,50.0
7994,Procurement,Bachelor's,f,1,37,5.0,4,1.0,0,73.0,1,6.0,73.0
7995,Operations,Bachelor's,m,1,31,3.0,5,0.0,0,59.0,0,3.0,59.0
7996,Operations,Below Secondary,m,1,25,4.0,2,0.0,0,59.0,0,4.0,59.0
7997,Procurement,Bachelor's,f,1,26,4.0,3,1.0,0,65.0,0,5.0,65.0
7998,Operations,Master's & above,m,1,54,3.0,13,1.0,0,59.0,1,4.0,59.0
7999,Sales & Marketing,Master's & above,m,1,32,3.0,3,0.0,0,48.0,0,3.0,48.0
8000,Operations,Master's & above,m,1,36,4.0,3,0.0,0,62.0,0,4.0,124.0
8001,Technology,Bachelor's,m,1,39,3.0,11,0.0,0,78.0,0,3.0,78.0
8002,Sales & Marketing,Bachelor's,m,1,40,3.0,6,0.0,0,57.0,0,3.0,130.5
8003,Operations,Bachelor's,m,1,43,4.0,13,1.0,0,60.0,0,5.0,60.0
8004,Technology,Bachelor's,m,1,31,2.0,10,0.0,0,80.0,0,2.0,80.0
8005,Sales & Marketing,Bachelor's,m,1,26,1.5,2,0.0,0,48.0,0,1.0,48.0
8006,Sales & Marketing,Bachelor's,f,1,37,5.0,8,0.0,0,50.0,0,5.0,50.0
8007,Operations,Bachelor's,m,1,42,4.0,5,0.0,0,65.0,0,4.0,65.0
8008,Sales & Marketing,Bachelor's,f,1,28,5.0,2,1.0,0,50.0,0,6.0,50.0
8009,Sales & Marketing,Bachelor's,m,1,31,3.0,3,0.0,0,49.0,0,3.0,49.0
8010,Sales & Marketing,Master's & above,m,1,41,4.0,3,0.0,0,52.0,0,4.0,52.0
8011,Operations,Master's & above,m,1,53,5.0,7,1.0,0,56.0,0,6.0,56.0
8012,R&D,Bachelor's,m,1,30,5.0,3,1.0,0,77.0,0,6.0,130.5
8013,Sales & Marketing,Bachelor's,f,1,44,5.0,5,0.0,0,46.0,0,5.0,46.0
8014,Procurement,Bachelor's,f,1,31,5.0,5,0.0,0,71.0,0,5.0,71.0
8015,Analytics,Bachelor's,m,1,28,5.0,6,0.0,0,86.0,0,5.0,86.0
8016,Technology,Bachelor's,f,1,33,4.0,6,1.0,0,76.0,0,5.0,76.0
8017,Sales & Marketing,Bachelor's,m,1,31,3.0,5,1.0,0,54.0,0,4.0,54.0
8018,Operations,Bachelor's,m,1,25,3.0,1,0.0,0,62.0,0,,62.0
8019,Sales & Marketing,Bachelor's,m,1,24,1.5,3,0.0,0,53.0,0,1.0,53.0
8020,Analytics,Bachelor's,m,1,30,5.0,4,0.0,0,85.0,1,5.0,130.5
8021,Analytics,Master's & above,m,1,50,4.0,2,1.0,0,88.0,0,5.0,88.0
8022,Technology,Master's & above,f,1,36,3.0,4,0.0,0,83.0,1,3.0,83.0
8023,Sales & Marketing,Bachelor's,m,1,37,5.0,4,0.0,0,51.0,0,5.0,51.0
8024,Operations,Bachelor's,f,1,28,5.0,4,1.0,0,60.0,0,6.0,60.0
8025,Sales & Marketing,Bachelor's,m,1,40,5.0,11,0.0,0,47.0,0,5.0,47.0
8026,Sales & Marketing,Bachelor's,f,1,35,3.0,7,0.0,0,49.0,0,3.0,49.0
8027,HR,Master's & above,m,1,38,5.0,11,0.0,0,51.0,0,5.0,51.0
8028,Technology,Bachelor's,f,1,32,3.0,3,0.0,0,79.0,0,3.0,79.0
8029,Operations,Bachelor's,m,1,38,3.0,9,1.0,0,61.0,0,4.0,61.0
8030,Sales & Marketing,Bachelor's,m,1,35,4.0,4,0.0,0,54.0,0,4.0,54.0
8031,Legal,Master's & above,m,1,35,3.0,4,1.0,0,58.0,0,4.0,130.5
8032,Operations,Master's & above,f,1,44,4.0,7,1.0,0,61.0,0,5.0,61.0
8033,Analytics,Bachelor's,f,1,29,4.0,6,0.0,0,84.0,0,4.0,130.5
8034,Procurement,Master's & above,f,1,37,2.0,4,0.0,0,67.0,0,2.0,67.0
8035,Technology,Bachelor's,f,1,32,3.0,8,0.0,0,79.0,0,3.0,79.0
8036,Operations,Master's & above,f,1,35,1.5,5,0.0,0,54.0,0,1.0,54.0
8037,Analytics,Bachelor's,m,1,32,4.0,3,0.0,0,83.0,0,4.0,83.0
8038,Sales & Marketing,Bachelor's,f,1,31,3.0,5,0.0,0,50.0,0,3.0,50.0
8039,HR,Bachelor's,m,1,27,3.0,1,0.0,0,50.0,0,,50.0
8040,Sales & Marketing,Bachelor's,m,1,34,1.5,5,0.0,0,50.0,0,1.0,50.0
8041,Technology,Master's & above,m,1,38,4.0,2,0.0,0,77.0,0,4.0,77.0
8042,R&D,Master's & above,m,1,37,5.0,10,1.0,0,88.0,0,6.0,88.0
8043,Sales & Marketing,Bachelor's,m,1,39,2.0,10,0.0,0,57.0,0,2.0,57.0
8044,Analytics,Bachelor's,f,1,26,5.0,2,1.0,0,82.0,0,6.0,82.0
8045,Procurement,Master's & above,m,1,36,4.0,4,1.0,0,74.0,0,5.0,130.5
8046,Sales & Marketing,Bachelor's,m,1,26,3.0,2,0.0,0,59.0,1,3.0,59.0
8047,Sales & Marketing,Master's & above,m,1,31,3.0,6,0.0,0,53.0,0,3.0,53.0
8048,Procurement,Bachelor's,f,1,32,3.0,3,0.0,0,65.0,0,3.0,65.0
8049,Procurement,Bachelor's,m,1,35,3.0,7,0.0,0,70.0,0,3.0,130.5
8050,Operations,Master's & above,f,1,42,5.0,12,0.0,0,73.0,1,5.0,73.0
8051,Operations,Master's & above,f,1,43,4.0,10,0.0,0,59.0,0,4.0,59.0
8052,Sales & Marketing,Bachelor's,m,1,27,1.5,5,0.0,0,52.0,0,1.0,52.0
8053,Technology,Bachelor's,m,1,32,3.0,5,0.0,0,75.0,0,3.0,75.0
8054,HR,Master's & above,f,1,34,3.0,10,0.0,0,53.0,0,3.0,53.0
8055,Technology,Bachelor's,m,1,40,1.5,2,1.0,0,79.0,0,2.0,79.0
8056,Finance,Bachelor's,m,1,36,1.5,10,0.0,0,57.0,0,1.0,57.0
8057,Technology,Master's & above,m,1,36,3.0,4,1.0,0,82.0,0,4.0,82.0
8058,Sales & Marketing,Master's & above,f,1,40,1.5,11,0.0,0,49.0,0,1.0,130.5
8059,Procurement,Bachelor's,f,1,36,3.0,8,0.0,0,74.0,0,3.0,74.0
8060,HR,Bachelor's,f,1,48,5.0,11,1.0,0,50.0,0,6.0,50.0
8061,Analytics,Bachelor's,m,1,31,3.0,7,1.0,0,87.0,0,4.0,130.5
8062,Technology,Bachelor's,m,1,33,3.0,6,0.0,0,79.0,0,3.0,79.0
8063,Finance,Bachelor's,m,1,34,4.0,8,0.0,0,60.0,0,4.0,60.0
8064,Operations,Bachelor's,m,1,26,5.0,5,0.0,0,59.0,0,5.0,59.0
8065,Technology,Bachelor's,m,1,33,1.5,9,0.0,0,80.0,0,1.0,80.0
8066,Technology,Bachelor's,m,1,30,3.0,4,0.0,0,78.0,0,3.0,130.5
8067,Technology,Master's & above,f,1,39,3.0,9,0.0,0,77.0,0,3.0,130.5
8068,Operations,Bachelor's,m,1,34,3.0,6,0.0,0,58.0,0,3.0,58.0
8069,Sales & Marketing,Bachelor's,m,1,40,3.0,9,1.0,0,50.0,1,4.0,50.0
8070,Technology,Bachelor's,m,1,30,1.5,4,0.0,0,80.0,0,1.0,80.0
8071,Operations,Bachelor's,f,1,32,5.0,3,1.0,0,60.0,0,6.0,130.5
8072,Operations,Bachelor's,m,1,26,5.0,2,0.0,0,64.0,0,5.0,64.0
8073,Analytics,Bachelor's,m,1,27,3.0,4,0.0,0,82.0,0,3.0,82.0
8074,Sales & Marketing,Master's & above,m,1,39,3.0,9,0.0,0,62.0,1,3.0,62.0
8075,Operations,Bachelor's,f,1,32,5.0,4,1.0,0,67.0,0,6.0,67.0
8076,Operations,Master's & above,m,1,37,3.0,10,1.0,0,92.0,1,4.0,92.0
8077,Sales & Marketing,Bachelor's,f,1,29,3.0,1,0.0,0,45.0,0,3.0,45.0
8078,Technology,Master's & above,m,1,37,5.0,4,1.0,0,78.0,0,6.0,78.0
8079,Sales & Marketing,Bachelor's,m,1,26,1.5,3,0.0,0,46.0,0,1.0,46.0
8080,Finance,Bachelor's,m,1,27,3.0,1,1.0,0,66.0,0,,130.5
8081,Technology,Bachelor's,m,1,24,1.5,2,0.0,0,75.0,0,1.0,75.0
8082,Sales & Marketing,Bachelor's,f,1,24,1.5,1,0.0,0,54.0,0,1.0,130.5
8083,Technology,Bachelor's,m,1,28,4.0,3,1.0,0,78.0,1,5.0,130.5
8084,Technology,Bachelor's,m,1,30,1.5,2,0.0,0,83.0,0,1.0,130.5
8085,Technology,Master's & above,f,1,41,5.0,11,1.0,0,75.0,0,6.0,75.0
8086,Sales & Marketing,Bachelor's,m,1,30,3.0,2,1.0,0,52.0,1,4.0,130.5
8087,Sales & Marketing,Master's & above,m,1,33,3.0,9,0.0,0,48.0,0,3.0,48.0
8088,Sales & Marketing,Bachelor's,m,1,40,2.0,13,0.0,0,49.0,0,2.0,49.0
8089,HR,Below Secondary,m,1,26,5.0,2,0.0,0,48.0,0,5.0,48.0
8090,Finance,Bachelor's,f,1,28,3.0,1,1.0,0,56.0,0,,56.0
8091,Procurement,Master's & above,m,1,37,1.5,5,1.0,0,71.0,0,2.0,71.0
8092,Sales & Marketing,Bachelor's,f,1,32,5.0,7,0.0,0,46.0,0,5.0,46.0
8093,Finance,Bachelor's,m,1,30,5.0,5,1.0,0,60.0,0,6.0,120.0
8094,Analytics,Bachelor's,m,1,29,4.0,7,0.0,0,87.0,0,4.0,87.0
8095,Analytics,Bachelor's,m,1,26,5.0,2,1.0,0,85.0,0,6.0,85.0
8096,Procurement,Bachelor's,m,1,32,5.0,6,0.0,0,67.0,0,5.0,67.0
8097,Sales & Marketing,Bachelor's,m,1,40,5.0,4,0.0,0,63.0,1,6.0,126.0
8098,Technology,Bachelor's,m,1,32,2.0,5,0.0,0,80.0,0,2.0,80.0
8099,Technology,Bachelor's,m,1,26,5.0,2,0.0,0,80.0,1,5.0,80.0
8100,Technology,Bachelor's,m,1,54,5.0,9,0.0,0,80.0,1,6.0,80.0
8101,Sales & Marketing,Master's & above,m,1,31,1.5,4,0.0,0,49.0,0,1.0,49.0
8102,Procurement,Master's & above,f,1,47,3.0,13,0.0,0,71.0,0,3.0,71.0
8103,Analytics,Bachelor's,m,1,26,4.0,3,0.0,0,86.0,0,4.0,130.5
8104,Analytics,Master's & above,m,1,38,3.0,4,0.0,0,81.0,0,3.0,81.0
8105,Technology,Bachelor's,m,1,29,3.0,6,1.0,0,75.0,0,4.0,75.0
8106,Operations,Master's & above,f,1,46,3.0,8,1.0,0,62.0,0,4.0,62.0
8107,Procurement,Bachelor's,f,1,33,5.0,7,0.0,0,66.0,0,5.0,66.0
8108,Technology,Master's & above,m,1,29,3.0,4,0.0,0,79.0,0,3.0,130.5
8109,Sales & Marketing,Bachelor's,f,1,29,1.5,3,0.0,0,48.0,0,1.0,48.0
8110,Operations,Bachelor's,f,1,31,5.0,5,1.0,0,61.0,0,6.0,61.0
8111,Technology,Master's & above,m,1,48,3.0,4,0.0,0,79.0,0,3.0,79.0
8112,Sales & Marketing,Master's & above,m,1,46,5.0,7,1.0,0,51.0,0,6.0,51.0
8113,Sales & Marketing,Master's & above,m,1,36,3.0,2,0.0,0,65.0,1,3.0,65.0
8114,Finance,Master's & above,m,1,33,5.0,3,1.0,0,65.0,0,6.0,65.0
8115,Operations,Bachelor's,f,1,51,3.0,13,0.0,0,58.0,0,3.0,58.0
8116,Procurement,Bachelor's,m,1,41,2.0,6,0.0,0,70.0,0,2.0,70.0
8117,Sales & Marketing,Bachelor's,m,1,54,2.0,5,1.0,0,45.0,0,4.0,45.0
8118,Sales & Marketing,Master's & above,m,1,52,2.0,3,0.0,0,48.0,0,2.0,48.0
8119,Sales & Marketing,Master's & above,m,1,40,3.0,11,1.0,0,49.0,1,4.0,49.0
8120,Procurement,Bachelor's,f,1,54,5.0,12,1.0,0,70.0,0,6.0,70.0
8121,Sales & Marketing,Bachelor's,f,1,28,3.0,1,0.0,0,46.0,0,,92.0
8122,Technology,Master's & above,m,1,40,5.0,6,1.0,0,82.0,0,6.0,82.0
8123,Legal,Bachelor's,m,1,54,3.0,11,0.0,0,61.0,0,3.0,61.0
8124,Operations,Bachelor's,m,1,33,3.0,4,1.0,0,58.0,0,4.0,58.0
8125,Operations,Master's & above,f,1,37,4.0,8,1.0,0,59.0,0,5.0,59.0
8126,Sales & Marketing,Bachelor's,m,1,25,3.0,1,0.0,0,48.0,0,3.0,96.0
8127,HR,Bachelor's,m,1,30,2.0,9,0.0,0,50.0,0,2.0,50.0
8128,Procurement,Master's & above,f,1,52,3.0,7,0.0,0,74.0,0,3.0,130.5
8129,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,57.0,0,,114.0
8130,Technology,Bachelor's,f,1,45,5.0,7,1.0,0,79.0,0,6.0,79.0
8131,Operations,Bachelor's,m,1,23,3.0,2,0.0,0,57.0,0,3.0,57.0
